context,layer,n_prompts,n_utterances,mean_similarity,std_similarity,max_similarity,min_similarity
faithful,11,100,100,0.9837790443405229,0.018305857222361884,0.9995000459673477,0.8465023968094321
faithful,12,100,100,0.9782233335356499,0.024716803020346855,0.9993852532604096,0.7884421454735605
faithful,13,100,100,0.9757884147075773,0.026820956745179033,0.9993489823123264,0.7771094694849541
faithful,14,100,100,0.9720141801604039,0.030412799440596223,0.9992359005612708,0.755809261692875
faithful,15,100,100,0.9639322331011321,0.03585468534605954,0.9989658894497974,0.7206287899484445
faithful,16,100,100,0.957586387840176,0.0393748025969306,0.9987542100659657,0.7051265615206701
faithful,17,100,100,0.951667920961454,0.042568829410040615,0.9985777760274328,0.6815146284198215
faithful,18,100,100,0.9486836822372235,0.04354165263572046,0.9983350935200115,0.6694253466065734
faithful,19,100,100,0.944517242038599,0.045619884083958076,0.9980779816591716,0.6595148092108939
faithful,20,100,100,0.9337150440955247,0.050796308490250165,0.9976989895773103,0.628446707323263
faithful,21,100,100,0.9254447701702806,0.054436057822040994,0.9974451683310603,0.6047452674577917
faithful,22,100,100,0.9208321049133418,0.055281284452651194,0.9969057742841374,0.5915230618999917
faithful,23,100,100,0.9163463990944599,0.05522570341800366,0.9962832450739767,0.5913375362970746
faithful,24,100,100,0.9122166167840358,0.05460348937705167,0.9958567375355522,0.5936767479585894
faithful,25,100,100,0.906086755669451,0.05597894988601517,0.9953590215253579,0.5841250047021167
faithful,26,100,100,0.8953161598227414,0.05801355280924646,0.9946373206653646,0.5738385584657066
faithful,27,100,100,0.8770430350136812,0.06357331976474341,0.9934379723945131,0.5222009390842433
faithful,28,100,100,0.8134820057883073,0.0553573782639514,0.9824731829059097,0.5544833022647887
